ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2,Phi2*PSII_antanna_size*100
0.277777778,2.38,0.366666667,0.164237024,6.022024201
0.188888889,5.46,0.366666667,0.178469885,6.543895783
0.455555556,1.61,0.811111111,0.071175425,5.773117768
0.544444444,4.69,0.722222222,0.083754691,6.048949886
0.9,4.69,0.722222222,0.081456963,5.883002897
0.722222222,3.92,0.811111111,0.0727133,5.897856565
0.633333333,1.61,0.633333333,0.089736658,5.683321667
0.1,7,0.633333333,0.112803143,7.144199079
0.722222222,6.23,0.188888889,0.315599967,5.961332719
0.455555556,7,0.9,0.069809245,6.282832059
0.1,5.46,0.455555556,0.152389843,6.942203979
0.1,6.23,0.9,0.07863166,7.076849428
0.633333333,0.07,0.9,0.049890353,4.490131777
0.1,0.07,0.1,0.525843149,5.258431494
0.366666667,7,0.277777778,0.227338844,6.31496789
0.455555556,5.46,0.633333333,0.097420661,6.16997517
0.722222222,7,0.9,0.067739998,6.096599832
0.544444444,0.84,0.9,0.061882224,5.5694002
0.188888889,0.07,0.722222222,0.072410388,5.229639098
0.722222222,0.07,0.811111111,0.053205292,4.315540388
0.633333333,2.38,0.455555556,0.126819426,5.777329427
0.277777778,1.61,0.366666667,0.160758628,5.894483043
0.366666667,1.61,0.722222222,0.080755267,5.832324834
0.188888889,0.07,0.277777778,0.187584398,5.210677716
0.722222222,0.07,0.455555556,0.094479647,4.304072828
0.455555556,5.46,0.544444444,0.113227984,6.164634664
0.277777778,0.84,0.366666667,0.15579881,5.71262303
0.188888889,2.38,0.544444444,0.113594985,6.184615852
0.277777778,3.15,0.633333333,0.097074898,6.148076855
0.9,5.46,0.1,0.56648925,5.664892502
0.811111111,7,0.188888889,0.315607756,5.961479844
0.633333333,0.84,0.9,0.061503588,5.535322923
0.811111111,0.84,0.544444444,0.100547548,5.474255407
0.366666667,4.69,0.544444444,0.113707072,6.190718349
0.811111111,0.84,0.277777778,0.196441697,5.456713804
0.1,1.61,0.633333333,0.09936763,6.293283217
0.633333333,3.15,0.277777778,0.20999638,5.833232765
0.455555556,0.84,0.722222222,0.07764879,5.607968183
0.9,0.07,0.722222222,0.054837757,3.960504706
0.9,1.61,0.188888889,0.293858349,5.550657703
0.1,0.07,0.366666667,0.146724679,5.37990491
0.188888889,2.38,0.455555556,0.135591337,6.176938675
0.366666667,3.92,0.544444444,0.112415025,6.120373587
0.811111111,5.46,0.722222222,0.08258149,5.964218714
0.722222222,4.69,0.811111111,0.073413824,5.954676821
0.811111111,2.38,0.633333333,0.090309061,5.71957389
0.544444444,4.69,0.188888889,0.315576797,5.960895045
0.811111111,7,0.277777778,0.216206626,6.005739603
0.277777778,1.61,0.544444444,0.108534321,5.909090809
0.811111111,1.61,0.1,0.544789961,5.447899611
0.366666667,4.69,0.9,0.068947791,6.205301147
0.633333333,6.23,0.188888889,0.317894125,6.004666798
0.366666667,2.38,0.9,0.066182673,5.956440587
0.455555556,0.84,0.9,0.062340057,5.610605087
0.811111111,1.61,0.9,0.062531934,5.62787408
0.9,3.92,0.188888889,0.305035265,5.761777225
0.455555556,3.92,0.455555556,0.132452238,6.033935276
0.1,4.69,0.366666667,0.186042789,6.821568915
0.722222222,3.92,0.9,0.065548233,5.899340943
0.366666667,4.69,0.1,0.584107479,5.841074785
0.277777778,2.38,0.722222222,0.083726237,6.046894866
0.188888889,0.84,0.277777778,0.208856743,5.801576201
0.633333333,3.15,0.1,0.562284138,5.622841379
0.544444444,2.38,0.277777778,0.208687438,5.796873285
0.188888889,1.61,0.633333333,0.095396166,6.041757184
0.277777778,3.92,0.9,0.069403399,6.246305944
0.722222222,3.15,0.277777778,0.2086636,5.796211101
0.722222222,4.69,0.188888889,0.310947143,5.87344603
0.188888889,2.38,0.722222222,0.085758889,6.193697555
0.1,0.07,0.722222222,0.074648563,5.391285089
0.544444444,0.07,0.277777778,0.16663503,4.628750843
0.811111111,2.38,0.188888889,0.299790034,5.66270064
0.722222222,4.69,0.277777778,0.212869364,5.913037895
0.811111111,3.92,0.188888889,0.306508857,5.789611749
0.455555556,0.07,0.722222222,0.066625375,4.811832629
0.633333333,7,0.277777778,0.219366742,6.093520618
0.366666667,3.92,0.366666667,0.166412462,6.101790291
0.188888889,3.92,0.366666667,0.173984556,6.379433713
0.544444444,4.69,0.633333333,0.095454683,6.045463268
0.544444444,3.15,0.277777778,0.211597346,5.877704042
0.366666667,3.15,0.366666667,0.164262765,6.022968048
0.811111111,6.23,0.722222222,0.083195749,6.008581907
0.9,7,0.722222222,0.083256533,6.012971836
0.811111111,1.61,0.544444444,0.103235258,5.620586262
0.1,3.92,0.633333333,0.106631395,6.753321708
0.455555556,0.07,0.1,0.46642733,4.664273299
0.544444444,5.46,0.277777778,0.218094388,6.05817745
0.455555556,5.46,0.366666667,0.16759921,6.145304354
0.455555556,4.69,0.811111111,0.07542039,6.117431604
0.633333333,3.92,0.188888889,0.310199787,5.859329304
0.633333333,4.69,0.9,0.06667143,6.000428713
0.544444444,0.07,0.455555556,0.101980282,4.645768416
0.9,0.07,0.1,0.381578603,3.815786035
0.633333333,3.15,0.9,0.065251404,5.872626373
0.9,2.38,0.188888889,0.298493381,5.6382083
0.366666667,0.07,0.1,0.481992816,4.819928162
0.633333333,5.46,0.455555556,0.132466857,6.034601241
0.633333333,4.69,0.544444444,0.109997994,5.988779664
0.544444444,5.46,0.1,0.578019655,5.780196553
0.188888889,4.69,0.366666667,0.176346319,6.466031693
0.366666667,2.38,0.633333333,0.093936878,5.949335592
0.1,3.92,0.9,0.075203511,6.768315999
0.811111111,1.61,0.188888889,0.29505785,5.573314945
0.9,2.38,0.366666667,0.154879727,5.678923341
0.455555556,7,0.1,0.588932081,5.889320811
0.722222222,6.23,0.722222222,0.083760863,6.049395649
0.455555556,3.15,0.9,0.066414465,5.977301862
0.722222222,0.07,0.366666667,0.117199748,4.297324078
0.455555556,2.38,0.722222222,0.081468092,5.883806623
0.544444444,4.69,0.366666667,0.164288614,6.02391584
0.722222222,1.61,0.1,0.54686951,5.468695103
0.811111111,7,0.1,0.574432099,5.744320988
0.277777778,0.84,0.9,0.063699094,5.73291846
0.633333333,5.46,0.811111111,0.074608952,6.051615034
0.544444444,6.23,0.633333333,0.09712923,6.151517915
0.277777778,6.23,0.277777778,0.229982194,6.388394278
0.366666667,3.15,0.811111111,0.074596983,6.050644161
0.633333333,6.23,0.633333333,0.096218533,6.093840455
0.1,0.07,0.455555556,0.118199333,5.384636303
0.9,7,0.544444444,0.110302814,6.005375423
0.455555556,4.69,0.366666667,0.166031791,6.087832341
0.722222222,5.46,0.633333333,0.094739275,6.000154101
0.633333333,6.23,0.277777778,0.217846407,6.051289086
0.811111111,5.46,0.9,0.066314946,5.968345107
0.544444444,0.84,0.722222222,0.077081606,5.567004881
0.544444444,5.46,0.366666667,0.16576698,6.078122614
0.722222222,7,0.366666667,0.165431128,6.065808016
0.811111111,7,0.366666667,0.164305894,6.024549442
0.544444444,2.38,0.455555556,0.127746651,5.819569642
0.9,0.07,0.366666667,0.107555508,3.94370196
0.277777778,5.46,0.633333333,0.100804797,6.384303794
0.277777778,6.23,0.455555556,0.141180078,6.431536887
0.455555556,5.46,0.1,0.582445373,5.824453735
0.455555556,1.61,0.633333333,0.09108634,5.76880153
0.277777778,6.23,0.188888889,0.334719455,6.322478593
0.188888889,1.61,0.1,0.574140726,5.741407261
0.544444444,7,0.366666667,0.168350085,6.17283645
0.9,6.23,0.188888889,0.311959696,5.892572031
0.1,0.84,0.366666667,0.16405053,6.015186101
0.633333333,3.92,0.544444444,0.108914562,5.929792819
0.455555556,3.92,0.544444444,0.110950136,6.040618541
0.544444444,6.23,0.455555556,0.134760078,6.13907023
0.9,3.92,0.544444444,0.106965889,5.823698387
0.188888889,4.69,0.1,0.602555829,6.025558293
0.9,5.46,0.722222222,0.082112678,5.930360066
0.9,5.46,0.366666667,0.161141571,5.908524264
0.722222222,0.84,0.544444444,0.101016582,5.499791709
0.722222222,3.15,0.455555556,0.127731189,5.818865262
0.188888889,7,0.544444444,0.123270847,6.711412778
0.188888889,7,0.188888889,0.347447926,6.562905265
0.633333333,1.61,0.811111111,0.07011349,5.686983118
0.544444444,2.38,0.633333333,0.092025132,5.828258391
0.811111111,6.23,0.1,0.571734259,5.717342587
0.188888889,4.69,0.455555556,0.142289281,6.482067253
0.188888889,0.07,0.633333333,0.082547385,5.228001024
0.1,0.84,0.633333333,0.09531562,6.036655923
0.544444444,5.46,0.544444444,0.111973392,6.096329127
0.9,1.61,0.544444444,0.102788999,5.596289964
0.722222222,0.84,0.277777778,0.197339736,5.481659344
0.544444444,3.15,0.1,0.565468634,5.654686335
0.366666667,1.61,0.9,0.064843314,5.835898265
0.455555556,6.23,0.1,0.585842974,5.858429737
0.455555556,7,0.811111111,0.07743191,6.280588229
0.9,4.69,0.811111111,0.072558187,5.885275153
0.455555556,0.07,0.544444444,0.088296116,4.807232966
0.722222222,3.15,0.366666667,0.158475567,5.810770806
0.1,7,0.366666667,0.19340575,7.091544152
0.455555556,2.38,0.366666667,0.159903275,5.863120099
0.1,6.23,0.366666667,0.191149159,7.008802506
0.811111111,3.15,0.366666667,0.157598796,5.778622534
0.9,0.84,0.455555556,0.119595769,5.448251694
0.633333333,3.92,0.722222222,0.082202861,5.936873291
0.455555556,0.84,0.455555556,0.12291499,5.599460668
0.633333333,4.69,0.277777778,0.21437301,5.95480584
0.9,5.46,0.811111111,0.073143329,5.932736667
0.722222222,5.46,0.188888889,0.313387919,5.919549591
0.722222222,1.61,0.811111111,0.0697154,5.654693556
0.9,0.84,0.188888889,0.286600251,5.413560301
0.811111111,0.07,0.722222222,0.057279027,4.136818603
0.366666667,1.61,0.277777778,0.208729971,5.798054759
0.544444444,3.92,0.633333333,0.09447799,5.983606031
0.366666667,3.92,0.722222222,0.084864188,6.129080214
0.1,4.69,0.9,0.076457649,6.881188406
0.544444444,0.84,0.455555556,0.122032535,5.559259913
0.544444444,0.07,0.9,0.051746631,4.657196804
0.366666667,3.15,0.1,0.574325357,5.743253571
0.277777778,1.61,0.188888889,0.309194187,5.840334645
0.9,1.61,0.811111111,0.069070238,5.602363712
0.188888889,3.15,0.633333333,0.099616197,6.309025831
0.277777778,6.23,0.9,0.071771565,6.459440805
0.1,1.61,0.9,0.070039725,6.303575287
0.188888889,0.84,0.455555556,0.127855238,5.824516419
0.544444444,0.07,0.811111111,0.057411663,4.656723736
0.811111111,0.84,0.1,0.533259042,5.332590415
0.9,5.46,0.277777778,0.212114386,5.892066273
0.188888889,5.46,0.633333333,0.103882274,6.579210688
0.188888889,4.69,0.811111111,0.080236368,6.508060955
0.366666667,3.15,0.722222222,0.083738947,6.04781287
0.366666667,5.46,0.633333333,0.098832558,6.25939534
0.722222222,4.69,0.455555556,0.130374909,5.939301393
0.811111111,5.46,0.188888889,0.311514423,5.884161317
0.811111111,6.23,0.9,0.066813486,6.013213715
0.722222222,5.46,0.277777778,0.214616533,5.961570361
0.188888889,6.23,0.9,0.074065612,6.665905051
0.188888889,2.38,0.633333333,0.097734705,6.189864647
0.455555556,3.15,0.633333333,0.094264867,5.970108249
0.811111111,2.38,0.9,0.06361152,5.725036792
0.277777778,3.92,0.455555556,0.136605608,6.223144368
0.811111111,6.23,0.188888889,0.313649256,5.924485954
0.277777778,7,0.1,0.602999789,6.029997885
0.9,3.15,0.188888889,0.3020643,5.705658998
0.9,3.92,0.455555556,0.127722311,5.818460855
0.277777778,2.38,0.277777778,0.216117837,6.003273242
0.633333333,3.15,0.544444444,0.107677273,5.862429316
0.1,2.38,0.366666667,0.175774657,6.445070747
0.1,6.23,0.811111111,0.087192273,7.072262142
0.1,3.15,0.455555556,0.145041489,6.607445617
0.366666667,3.15,0.188888889,0.31553133,5.960036238
0.1,4.69,0.188888889,0.354198729,6.690420443
0.9,3.92,0.366666667,0.158465286,5.810393811
0.188888889,7,0.9,0.07482264,6.734037616
0.455555556,1.61,0.9,0.064162119,5.774590729
0.722222222,3.15,0.722222222,0.080727601,5.830326729
0.366666667,7,0.455555556,0.139505961,6.355271554
0.722222222,2.38,0.1,0.554106744,5.541067444
0.277777778,7,0.722222222,0.090163413,6.511802043
0.1,5.46,0.366666667,0.188710321,6.91937842
0.366666667,7,0.366666667,0.172935079,6.340952909
0.544444444,3.15,0.722222222,0.08190532,5.915384242
0.544444444,5.46,0.9,0.067882648,6.109438275
0.544444444,3.15,0.188888889,0.309165949,5.839801258
0.811111111,3.92,0.455555556,0.128382515,5.848536793
0.811111111,2.38,0.366666667,0.155591518,5.705022322
0.811111111,3.15,0.1,0.557289136,5.572891359
0.633333333,4.69,0.366666667,0.162889452,5.972613243
0.277777778,0.84,0.722222222,0.079333734,5.729658532
0.544444444,2.38,0.9,0.06482805,5.834524534
0.811111111,1.61,0.811111111,0.069372683,5.626895419
0.633333333,1.61,0.366666667,0.154617414,5.669305181
0.633333333,4.69,0.811111111,0.073954313,5.998516487
0.811111111,1.61,0.455555556,0.123290823,5.616581949
0.455555556,1.61,0.188888889,0.302193266,5.708095029
0.633333333,7,0.455555556,0.134468263,6.125776403
0.188888889,2.38,0.811111111,0.076397911,6.19671943
0.277777778,0.84,0.277777778,0.205193115,5.699808749
0.633333333,0.84,0.633333333,0.087336364,5.53130306
0.811111111,3.15,0.277777778,0.20752604,5.764612232
0.811111111,2.38,0.811111111,0.070566877,5.723757805
0.811111111,4.69,0.633333333,0.093351402,5.912255453
0.722222222,1.61,0.722222222,0.078272869,5.653040573
0.9,4.69,0.544444444,0.10793385,5.876398519
0.722222222,0.07,0.188888889,0.225566384,4.26069836
0.722222222,1.61,0.633333333,0.089226839,5.651033123
0.9,0.84,0.722222222,0.075535628,5.455350931
0.722222222,0.84,0.633333333,0.086874362,5.502042899
0.277777778,2.38,0.455555556,0.132421132,6.032518233
0.1,4.69,0.722222222,0.095152726,6.872141319
0.1,1.61,0.455555556,0.137832832,6.279051232
0.366666667,6.23,0.188888889,0.328542224,6.205797565
0.277777778,0.84,0.633333333,0.090432214,5.727373571
0.722222222,2.38,0.544444444,0.105553004,5.74677464
0.188888889,1.61,0.9,0.067218935,6.049704167
0.366666667,3.15,0.9,0.067250751,6.052567617
0.188888889,0.84,0.188888889,0.30532528,5.767255296
0.188888889,4.69,0.633333333,0.102617563,6.49911232
0.277777778,0.07,0.722222222,0.070534078,5.094127847
0.455555556,2.38,0.811111111,0.072567211,5.886007126
0.544444444,3.92,0.277777778,0.214045618,5.945711619
0.277777778,5.46,0.455555556,0.13980221,6.368767335
0.9,5.46,0.455555556,0.129900294,5.917680069
0.544444444,7,0.188888889,0.322876687,6.098781868
0.811111111,0.07,0.1,0.398411703,3.984117034
0.9,2.38,0.722222222,0.078858305,5.695322014
0.544444444,1.61,0.544444444,0.105034584,5.718549569
0.277777778,6.23,0.722222222,0.089347022,6.452840492
0.455555556,4.69,0.9,0.067995656,6.119609067
0.366666667,1.61,0.633333333,0.092046165,5.829590422
0.188888889,1.61,0.188888889,0.315395421,5.957469073
0.9,7,0.455555556,0.131686626,5.9990574
0.544444444,0.07,0.722222222,0.06444858,4.654619633
0.277777778,1.61,0.811111111,0.072962967,5.918107311
0.633333333,5.46,0.366666667,0.164295441,6.024166162
0.544444444,7,0.544444444,0.113746382,6.192858554
0.455555556,3.15,0.544444444,0.109575778,5.965792348
0.188888889,0.84,0.722222222,0.080805007,5.835917136
0.455555556,4.69,0.455555556,0.13387777,6.098876168
0.1,1.61,0.544444444,0.115484009,6.287462723
0.188888889,0.84,0.1,0.559993077,5.599930767
0.188888889,3.15,0.9,0.07021129,6.319016056
0.188888889,3.92,0.277777778,0.228690995,6.352527638
0.544444444,1.61,0.811111111,0.070589514,5.725593891
0.633333333,7,0.633333333,0.096916345,6.138035177
0.633333333,1.61,0.188888889,0.298008199,5.629043766
0.455555556,4.69,0.188888889,0.318711876,6.020113219
0.544444444,7,0.811111111,0.076499618,6.204969018
0.188888889,2.38,0.9,0.068881455,6.199330964
0.722222222,3.15,0.9,0.06481986,5.833787371
0.277777778,4.69,0.1,0.591491063,5.914910626
0.9,4.69,0.188888889,0.307605487,5.81032586
0.366666667,1.61,0.366666667,0.158527579,5.812677912
0.811111111,7,0.722222222,0.083762919,6.049544161
0.277777778,3.15,0.811111111,0.075879678,6.154685004
0.455555556,3.92,0.1,0.574363612,5.743636116
0.455555556,0.84,0.1,0.543479829,5.434798295
0.633333333,0.07,0.722222222,0.062137057,4.487676334
0.1,0.84,0.9,0.067161098,6.04449882
0.366666667,1.61,0.811111111,0.071929332,5.834268049
0.277777778,7,0.633333333,0.102738295,6.506758694
0.277777778,4.69,0.9,0.070274665,6.32471987
0.277777778,1.61,0.633333333,0.093363211,5.913003351
0.1,7,0.455555556,0.156228835,7.117091358
0.544444444,0.84,0.544444444,0.102168202,5.562490971
0.811111111,3.15,0.188888889,0.303455278,5.731933023
0.633333333,2.38,0.722222222,0.080144788,5.788234719
0.277777778,6.23,0.1,0.599544301,5.99544301
0.277777778,6.23,0.633333333,0.101808675,6.447882757
0.544444444,6.23,0.9,0.068449741,6.160476681
0.9,2.38,0.1,0.549981171,5.499811712
0.455555556,3.15,0.455555556,0.130823048,5.959716644
0.188888889,6.23,0.455555556,0.14559854,6.632822369
0.366666667,5.46,0.188888889,0.325796932,6.153942053
0.811111111,5.46,0.277777778,0.213275127,5.924309078
0.9,5.46,0.633333333,0.093591805,5.927480999
0.277777778,5.46,0.544444444,0.117147705,6.378041712
0.811111111,0.07,0.633333333,0.065276626,4.134186333
0.9,2.38,0.544444444,0.10451204,5.690099951
0.188888889,6.23,0.277777778,0.236948373,6.581899256
0.1,2.38,0.277777778,0.230996059,6.416557201
0.1,6.23,0.1,0.632815485,6.328154848
0.366666667,0.07,0.722222222,0.068646246,4.957784401
0.722222222,5.46,0.1,0.571372655,5.713726552
0.1,0.84,0.188888889,0.315148408,5.95280326
0.1,3.15,0.366666667,0.179720792,6.58976239
0.1,6.23,0.633333333,0.111453178,7.058701304
0.722222222,5.46,0.811111111,0.074044709,6.005848581
0.1,2.38,0.633333333,0.1022767,6.477524339
0.9,6.23,0.1,0.569387013,5.69387013
0.1,3.92,0.811111111,0.083396248,6.764362345
0.1,3.15,0.188888889,0.343105114,6.480874374
0.722222222,6.23,0.277777778,0.216200751,6.005576422
0.455555556,0.84,0.188888889,0.294204687,5.557199639
0.544444444,4.69,0.277777778,0.216185278,6.00514661
0.277777778,0.07,0.9,0.056625198,5.096267776
0.188888889,3.15,0.811111111,0.077875737,6.316587523
0.722222222,2.38,0.9,0.063951521,5.755636922
0.544444444,7,0.455555556,0.135771091,6.185127474
0.188888889,1.61,0.366666667,0.164189299,6.020274303
0.722222222,2.38,0.455555556,0.126046874,5.742135363
0.544444444,5.46,0.455555556,0.133665749,6.089217448
0.1,7,0.811111111,0.088254841,7.158448234
0.366666667,5.46,0.722222222,0.086726297,6.263565881
0.188888889,2.38,0.1,0.583721362,5.83721362
0.633333333,7,0.9,0.068299501,6.146955049
0.1,1.61,0.366666667,0.170881758,6.265664478
0.811111111,4.69,0.9,0.065770563,5.919350664
0.544444444,3.92,0.544444444,0.109824454,5.979331364
0.366666667,5.46,0.1,0.588091405,5.880914051
0.544444444,0.84,0.277777778,0.199541687,5.54282464
0.366666667,6.23,0.366666667,0.171518331,6.289005476
0.277777778,0.07,0.188888889,0.267640751,5.055436408
0.366666667,4.69,0.811111111,0.076474114,6.202900323
0.544444444,3.92,0.455555556,0.13111534,5.973032143
0.633333333,0.84,0.1,0.537670227,5.376702274
0.366666667,6.23,0.722222222,0.087531124,6.321692278
0.811111111,4.69,0.188888889,0.309158645,5.839663296
0.811111111,0.84,0.633333333,0.086473101,5.476629726
0.277777778,7,0.277777778,0.231990351,6.444176403
0.633333333,7,0.1,0.580411272,5.804112723
0.277777778,3.92,0.633333333,0.098473657,6.236664921
0.633333333,0.07,0.633333333,0.070827212,4.485723445
0.188888889,7,0.722222222,0.093128616,6.725955586
0.1,7,0.544444444,0.131018397,7.133223824
0.9,4.69,0.277777778,0.2104825,5.846736115
0.9,3.15,0.366666667,0.1568352,5.750623991
0.188888889,4.69,0.9,0.072347129,6.511241637
0.544444444,6.23,0.188888889,0.320655709,6.056830056
0.366666667,0.07,0.544444444,0.090989808,4.953889552
0.544444444,4.69,0.1,0.574389018,5.743890184
0.811111111,3.92,0.366666667,0.159276318,5.840131653
0.366666667,5.46,0.366666667,0.169980719,6.232626363
0.722222222,0.84,0.9,0.061179356,5.506142048
0.722222222,7,0.188888889,0.317630926,5.999695268
0.277777778,1.61,0.722222222,0.08191304,5.91594178
0.633333333,4.69,0.1,0.570903186,5.709031857
0.188888889,3.15,0.366666667,0.171295417,6.280831959
0.811111111,3.15,0.633333333,0.091495048,5.794686389
0.188888889,6.23,0.1,0.611317237,6.11317237
0.811111111,4.69,0.811111111,0.072956116,5.917551653
0.188888889,2.38,0.188888889,0.322486082,6.091403778
0.9,3.15,0.9,0.06413459,5.772113081
0.1,3.15,0.722222222,0.091828299,6.632043841
0.722222222,5.46,0.455555556,0.131474955,5.989414622
0.366666667,1.61,0.455555556,0.127773649,5.820799577
0.277777778,0.07,0.366666667,0.138622894,5.082839436
0.1,6.23,0.455555556,0.154384161,7.033056238
0.633333333,2.38,0.366666667,0.157353262,5.769619624
0.544444444,4.69,0.544444444,0.110956965,6.040990292
0.633333333,0.84,0.188888889,0.290489905,5.487031536
0.366666667,7,0.811111111,0.07864037,6.378607808
0.811111111,7,0.633333333,0.095466786,6.046229749
0.1,7,0.188888889,0.366990524,6.932043228
0.1,6.23,0.277777778,0.250724152,6.964559767
0.455555556,2.38,0.1,0.563308057,5.633080575
0.722222222,5.46,0.9,0.066750351,6.007531598
0.188888889,0.84,0.9,0.06488391,5.839551871
0.811111111,5.46,0.1,0.568765683,5.687656826
0.277777778,7,0.188888889,0.337486751,6.374749739
0.1,3.92,0.722222222,0.093596444,6.759743181
0.366666667,1.61,0.188888889,0.305147443,5.763896147
0.277777778,3.92,0.722222222,0.086410684,6.240771639
0.811111111,6.23,0.811111111,0.074109022,6.011065107
0.9,3.15,0.722222222,0.079874157,5.768689152
0.455555556,3.15,0.277777778,0.213579944,5.93277622
0.1,3.15,0.277777778,0.236068121,6.557447806
0.633333333,0.84,0.722222222,0.076609468,5.532906044
0.366666667,6.23,0.811111111,0.077978351,6.324910686
0.366666667,2.38,0.544444444,0.109197916,5.945219861
0.277777778,5.46,0.366666667,0.173296224,6.354194897
0.722222222,3.92,0.633333333,0.093042632,5.892700009
0.455555556,6.23,0.811111111,0.076814907,6.230542463
0.544444444,3.92,0.1,0.570268555,5.702685549
0.9,0.07,0.188888889,0.206988399,3.909780865
0.1,3.92,0.366666667,0.183080645,6.712956981
0.9,2.38,0.277777778,0.204001709,5.666714131
0.9,2.38,0.633333333,0.089890672,5.693075909
0.188888889,1.61,0.811111111,0.074560515,6.047686177
0.811111111,0.07,0.277777778,0.14790697,4.108526935
0.1,1.61,0.811111111,0.077681915,6.300866472
0.188888889,6.23,0.366666667,0.180406262,6.614896278
0.811111111,6.23,0.277777778,0.214802275,5.966729848
0.455555556,3.92,0.9,0.067258511,6.053265992
0.544444444,0.84,0.1,0.540334325,5.403343255
0.633333333,5.46,0.544444444,0.110962438,6.041288304
0.188888889,3.92,0.188888889,0.332935424,6.288780237
0.277777778,3.15,0.455555556,0.134684163,6.135611865
0.722222222,0.84,0.455555556,0.120653219,5.49642441
0.544444444,3.15,0.366666667,0.160742699,5.893898976
0.544444444,3.15,0.455555556,0.129576056,5.902909199
0.633333333,2.38,0.9,0.064349538,5.791458433
0.633333333,7,0.722222222,0.085040385,6.141805586
0.277777778,4.69,0.544444444,0.115870204,6.308488898
0.277777778,6.23,0.811111111,0.079603448,6.456724153
0.455555556,1.61,0.366666667,0.15690504,5.753184806
0.9,0.84,0.1,0.53135956,5.313595604
0.188888889,3.15,0.722222222,0.087415686,6.313355096
0.633333333,3.92,0.9,0.066009419,5.940847715
0.722222222,7,0.722222222,0.084350092,6.091951091
0.9,4.69,0.633333333,0.092846989,5.880309314
0.188888889,5.46,0.722222222,0.091169875,6.584490942
0.1,7,0.9,0.079592502,7.163325191
0.811111111,3.92,0.1,0.561690542,5.616905416
0.455555556,3.15,0.811111111,0.073671721,5.97559515
0.455555556,2.38,0.188888889,0.307642929,5.811033103
0.811111111,3.15,0.722222222,0.080267882,5.797124845
0.722222222,0.07,0.9,0.047961503,4.316535291
0.722222222,3.92,0.544444444,0.108160446,5.888735411
0.188888889,0.84,0.544444444,0.107075795,5.829682177
0.9,0.84,0.633333333,0.086110888,5.453689602
0.722222222,5.46,0.722222222,0.083120514,6.003148233
0.1,5.46,0.277777778,0.247603991,6.877888638
0.811111111,3.15,0.544444444,0.106372763,5.791405993
0.544444444,2.38,0.722222222,0.080737607,5.831049363
0.633333333,5.46,0.722222222,0.083758694,6.049238989
0.811111111,3.15,0.9,0.064454658,5.800919242
0.9,6.23,0.366666667,0.162287033,5.950524525
0.188888889,5.46,0.455555556,0.144020009,6.560911542
0.1,6.23,0.722222222,0.097843425,7.066469592
0.544444444,3.92,0.188888889,0.312592922,5.904532967
0.455555556,6.23,0.633333333,0.098265225,6.223464219
0.722222222,0.07,0.544444444,0.079133139,4.308359791
0.366666667,0.84,0.455555556,0.124039687,5.650696855
0.366666667,7,0.633333333,0.100587385,6.370534394
0.633333333,0.07,0.1,0.432905351,4.329053511
0.455555556,5.46,0.277777778,0.220459728,6.12388133
0.1,5.46,0.1,0.628149475,6.281494752
0.544444444,7,0.9,0.068972131,6.207491762
0.811111111,0.07,0.455555556,0.090592156,4.126975998
0.722222222,3.92,0.455555556,0.129145108,5.883277123
0.277777778,5.46,0.722222222,0.088462128,6.388931449
0.722222222,1.61,0.366666667,0.15375278,5.637601938
0.1,0.07,0.9,0.059926609,5.393394838
0.366666667,3.92,0.9,0.06815313,6.133781721
0.722222222,0.07,0.722222222,0.059727059,4.313620928
0.722222222,4.69,0.366666667,0.161724873,5.929912026
0.811111111,2.38,0.544444444,0.104999242,5.716625389
0.188888889,7,0.277777778,0.23924395,6.645665275
0.633333333,1.61,0.9,0.063205089,5.688458026
0.544444444,3.92,0.9,0.066566672,5.991000511
0.633333333,6.23,0.455555556,0.133508022,6.082032117
