ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2,Phi2*PSII_antanna_size*100
0.811111111,2.38,0.277777778,0.204921545,5.692265139
0.455555556,2.38,0.544444444,0.107949079,5.877227629
0.1,0.07,0.544444444,0.098952639,5.387421481
0.722222222,4.69,0.9,0.066184223,5.956580085
0.633333333,5.46,0.9,0.067266142,6.053952821
0.722222222,1.61,0.277777778,0.202538519,5.626069976
0.277777778,0.84,0.544444444,0.105142079,5.724402076
0.633333333,3.92,0.366666667,0.161312841,5.914804173
0.188888889,3.92,0.1,0.597291863,5.972918633
0.633333333,6.23,0.722222222,0.084423971,6.097286828
0.544444444,0.07,0.1,0.449961956,4.499619563
0.366666667,2.38,0.277777778,0.212864119,5.912892203
0.9,5.46,0.9,0.06593994,5.934594593
0.811111111,0.84,0.722222222,0.075856091,5.478495487
0.633333333,1.61,0.1,0.549255707,5.492557072
0.811111111,0.84,0.455555556,0.120094378,5.47096613
0.544444444,0.84,0.633333333,0.087872083,5.565231926
0.544444444,0.84,0.811111111,0.068649104,5.568205141
0.9,3.15,0.1,0.555262529,5.552625295
0.188888889,0.84,0.366666667,0.15862529,5.81626065
0.633333333,0.84,0.277777778,0.198356057,5.509890465
0.1,2.38,0.722222222,0.08976086,6.482728753
0.811111111,7,0.455555556,0.132477042,6.035065259
0.811111111,7,0.544444444,0.110967927,6.04158713
0.9,7,0.277777778,0.214951581,5.97087724
0.188888889,3.92,0.811111111,0.079131636,6.418454886
0.188888889,3.92,0.455555556,0.140361076,6.394226815
0.1,3.15,0.1,0.609863666,6.09863666
0.544444444,6.23,0.544444444,0.112895694,6.14654335
0.811111111,0.07,0.544444444,0.075881194,4.131309425
0.544444444,7,0.277777778,0.221428388,6.150788563
0.9,4.69,0.455555556,0.128874374,5.870943696
0.277777778,4.69,0.633333333,0.099703385,6.314547708
0.455555556,0.07,0.633333333,0.075955007,4.810483785
0.277777778,7,0.455555556,0.1424527,6.489511902
0.633333333,0.07,0.455555556,0.098299842,4.478103897
0.544444444,1.61,0.277777778,0.204992123,5.694225626
0.1,0.84,0.811111111,0.074496095,6.042461012
0.455555556,1.61,0.544444444,0.105899213,5.7656238
0.544444444,1.61,0.722222222,0.079253369,5.72385445
0.366666667,0.07,0.811111111,0.061139224,4.959070427
0.633333333,1.61,0.277777778,0.203658172,5.657171453
0.722222222,7,0.455555556,0.133391208,6.076710577
0.1,4.69,0.277777778,0.24418418,6.78289388
0.1,5.46,0.9,0.077591241,6.983211723
0.633333333,6.23,0.1,0.57755147,5.775514704
0.188888889,7,0.366666667,0.182191457,6.680353427
0.722222222,3.92,0.1,0.56410994,5.641099398
0.188888889,6.23,0.188888889,0.344301241,6.503467893
0.544444444,2.38,0.544444444,0.106982388,5.824596669
0.455555556,6.23,0.455555556,0.136321637,6.210207909
0.277777778,0.07,0.1,0.496570827,4.965708268
0.366666667,4.69,0.455555556,0.135724296,6.182995703
0.9,7,0.188888889,0.313856969,5.928409418
0.455555556,4.69,0.277777778,0.218433809,6.067605816
0.366666667,3.92,0.633333333,0.096716116,6.125353989
0.1,0.07,0.277777778,0.193373054,5.371473726
0.455555556,5.46,0.811111111,0.076148587,6.176496532
0.633333333,7,0.544444444,0.11264917,6.133121474
0.277777778,3.92,0.366666667,0.169376734,6.210480251
0.633333333,4.69,0.722222222,0.083023687,5.996155178
0.1,6.23,0.544444444,0.129457438,7.048238287
0.9,4.69,0.9,0.065409594,5.8868635
0.1,5.46,0.544444444,0.127770285,6.956382173
0.722222222,6.23,0.633333333,0.095464179,6.046064676
0.633333333,3.92,0.811111111,0.07322402,5.93928165
0.455555556,4.69,0.544444444,0.112151326,6.106016626
0.9,1.61,0.1,0.542943443,5.429434434
0.1,2.38,0.811111111,0.079971262,6.486557895
0.9,3.15,0.455555556,0.126397707,5.758117774
0.722222222,1.61,0.544444444,0.103742336,5.648193843
0.455555556,2.38,0.633333333,0.092856891,5.880936431
0.188888889,3.15,0.1,0.591152067,5.911520671
0.811111111,0.84,0.811111111,0.067555754,5.479522247
0.633333333,0.07,0.277777778,0.160562466,4.460068486
0.722222222,3.15,0.544444444,0.106972954,5.82408304
0.455555556,5.46,0.188888889,0.321529146,6.073328313
0.366666667,3.15,0.277777778,0.216150235,6.004173187
0.455555556,0.84,0.633333333,0.088515096,5.605956082
0.722222222,0.84,0.188888889,0.289036892,5.459585739
0.544444444,3.92,0.722222222,0.082892217,5.986660081
0.1,3.92,0.1,0.616902692,6.169026924
0.188888889,4.69,0.277777778,0.231730306,6.436952952
0.722222222,4.69,0.544444444,0.109200206,5.945344558
0.811111111,3.92,0.633333333,0.092487802,5.857560814
0.811111111,4.69,0.722222222,0.081904531,5.915327214
0.544444444,1.61,0.455555556,0.125429792,5.714023878
0.455555556,3.15,0.366666667,0.162274913,5.950080147
0.188888889,5.46,0.277777778,0.234457557,6.512709916
0.9,3.92,0.633333333,0.092007838,5.827163085
0.366666667,2.38,0.1,0.567963271,5.67963271
0.366666667,3.92,0.277777778,0.218926575,6.08129374
0.811111111,3.92,0.722222222,0.081143453,5.86036053
0.722222222,4.69,0.633333333,0.093938261,5.949423227
0.1,2.38,0.9,0.072107961,6.489716513
0.811111111,3.92,0.277777778,0.209700667,5.825018532
0.811111111,5.46,0.544444444,0.109415115,5.957045152
0.188888889,3.92,0.633333333,0.101214572,6.41025621
0.277777778,1.61,0.277777778,0.211615579,5.878210535
0.633333333,3.15,0.188888889,0.30692441,5.797461083
0.277777778,0.84,0.1,0.552477707,5.52477707
0.722222222,3.15,0.633333333,0.092014692,5.827597143
0.9,4.69,0.1,0.56325439,5.6325439
0.722222222,0.07,0.1,0.415611674,4.156116743
0.188888889,4.69,0.722222222,0.090060391,6.504361594
0.9,7,0.811111111,0.074163098,6.015451277
0.9,6.23,0.455555556,0.130830611,5.960061151
0.455555556,7,0.188888889,0.326440696,6.16610204
0.1,0.84,0.1,0.573799966,5.737999657
0.188888889,0.07,0.544444444,0.095985239,5.225863019
0.1,4.69,0.811111111,0.084789569,6.877376142
0.455555556,5.46,0.9,0.068654286,6.178885745
0.366666667,7,0.9,0.070904357,6.381392129
0.455555556,2.38,0.455555556,0.12889103,5.871702497
0.277777778,3.92,0.811111111,0.076977608,6.243739311
0.811111111,1.61,0.722222222,0.077891036,5.625463727
0.811111111,6.23,0.455555556,0.13159218,5.99475485
0.366666667,0.07,0.455555556,0.108666313,4.950354278
0.811111111,0.84,0.188888889,0.287753096,5.435336258
0.9,2.38,0.811111111,0.070237111,5.697010144
0.9,1.61,0.455555556,0.122762217,5.592501019
0.544444444,1.61,0.633333333,0.090340785,5.721583074
0.1,1.61,0.1,0.590192663,5.901926627
0.9,0.07,0.544444444,0.072644241,3.955075335
0.366666667,6.23,0.1,0.591664616,5.916646156
0.455555556,1.61,0.1,0.555450417,5.554504169
0.277777778,6.23,0.544444444,0.11830785,6.441205168
0.1,5.46,0.188888889,0.358851829,6.778312328
0.1,3.15,0.9,0.073776075,6.639846725
0.188888889,5.46,0.9,0.073245247,6.592072228
0.544444444,0.07,0.633333333,0.073464251,4.652735921
0.9,1.61,0.9,0.062262524,5.603627137
0.188888889,0.84,0.633333333,0.09210206,5.833130448
0.277777778,7,0.366666667,0.176547023,6.473390858
0.1,5.46,0.633333333,0.109993721,6.966268967
0.1,3.15,0.811111111,0.081815872,6.636176262
0.544444444,0.07,0.366666667,0.126531726,4.639496606
0.277777778,4.69,0.366666667,0.171442065,6.286209063
0.811111111,0.07,0.811111111,0.051022276,4.138473491
0.811111111,4.69,0.366666667,0.160737035,5.89369129
0.722222222,3.15,0.811111111,0.071903286,5.83215543
0.1,4.69,0.455555556,0.150207458,6.842784183
0.722222222,7,0.811111111,0.075137736,6.094505277
0.1,3.92,0.277777778,0.240383959,6.677332194
0.455555556,3.15,0.1,0.569362306,5.693623064
0.188888889,1.61,0.455555556,0.132380624,6.030672864
0.633333333,3.92,0.1,0.566924044,5.669240439
0.455555556,0.07,0.9,0.053498521,4.814866925
0.722222222,3.92,0.277777778,0.210911451,5.858651409
0.9,3.92,0.277777778,0.208649007,5.79580574
0.455555556,5.46,0.722222222,0.085482044,6.173703173
0.188888889,0.84,0.811111111,0.071974904,5.83796443
0.1,0.84,0.277777778,0.21587765,5.996601376
0.188888889,3.92,0.722222222,0.088822252,6.414940434
0.366666667,2.38,0.722222222,0.082415602,5.952237949
0.188888889,1.61,0.722222222,0.083700522,6.045037673
0.1,3.15,0.633333333,0.104626866,6.626368158
0.277777778,2.38,0.544444444,0.110923532,6.039170085
0.544444444,2.38,0.811111111,0.07191244,5.832897875
0.277777778,3.15,0.188888889,0.320487956,6.05366139
0.544444444,7,0.1,0.58424055,5.842405497
0.366666667,3.92,0.811111111,0.075597731,6.131815966
0.9,3.92,0.9,0.064817013,5.833531152
0.811111111,3.15,0.811111111,0.071498835,5.799349971
0.722222222,7,0.277777778,0.217658656,6.046073767
0.366666667,1.61,0.544444444,0.107007324,5.825954325
0.811111111,7,0.9,0.067267945,6.054115013
0.811111111,0.07,0.9,0.0459968,4.139712017
0.366666667,3.92,0.1,0.579586095,5.795860946
0.366666667,4.69,0.366666667,0.168293921,6.170777103
0.1,0.84,0.722222222,0.083628942,6.039868047
0.188888889,6.23,0.633333333,0.10503557,6.652252744
0.455555556,0.07,0.277777778,0.172371242,4.78809006
0.366666667,2.38,0.811111111,0.073412089,5.95453608
0.277777778,0.07,0.633333333,0.080410807,5.092684439
0.9,4.69,0.366666667,0.159882507,5.862358594
0.366666667,3.15,0.544444444,0.110940397,6.040088278
0.366666667,0.84,0.366666667,0.153931974,5.644172363
0.277777778,3.15,0.277777778,0.219710062,6.103057287
0.9,0.84,0.366666667,0.148456226,5.443394957
0.188888889,5.46,0.1,0.607181517,6.071815173
0.188888889,6.23,0.722222222,0.092188598,6.658065422
0.9,2.38,0.455555556,0.124808828,5.685735483
0.188888889,2.38,0.366666667,0.168132383,6.164854027
0.366666667,0.07,0.188888889,0.260230227,4.915459835
0.722222222,2.38,0.188888889,0.301276528,5.690778858
0.633333333,5.46,0.1,0.57440722,5.744072198
0.366666667,0.84,0.811111111,0.06979747,5.661350352
0.1,5.46,0.811111111,0.086042121,6.978972025
0.544444444,1.61,0.188888889,0.299887731,5.664546021
0.366666667,3.15,0.633333333,0.095440633,6.044573438
0.188888889,7,0.811111111,0.082976964,6.730353708
0.811111111,4.69,0.544444444,0.108521322,5.908383073
0.544444444,3.15,0.811111111,0.072956429,5.917577007
0.9,0.84,0.544444444,0.100127786,5.451401679
0.544444444,6.23,0.811111111,0.075922857,6.158187319
0.455555556,3.15,0.722222222,0.082704688,5.973116331
0.1,1.61,0.188888889,0.327408331,6.184379581
0.722222222,1.61,0.455555556,0.12389316,5.644021745
0.722222222,0.84,0.811111111,0.067872795,5.505237782
0.277777778,3.92,0.1,0.586667367,5.866673669
0.277777778,3.15,0.366666667,0.167018357,6.124006429
0.544444444,5.46,0.188888889,0.318238591,6.011173381
0.1,2.38,0.544444444,0.118850938,6.470773268
0.1,6.23,0.188888889,0.363086615,6.858302722
0.188888889,3.92,0.9,0.071347112,6.42124006
0.366666667,2.38,0.366666667,0.161721243,5.929778917
0.811111111,2.38,0.722222222,0.079225554,5.721845566
0.455555556,5.46,0.455555556,0.135156865,6.157146082
0.633333333,5.46,0.188888889,0.31559,5.96114445
0.188888889,0.07,0.9,0.058129207,5.231628673
0.633333333,4.69,0.188888889,0.313050786,5.913181511
0.366666667,5.46,0.9,0.069658384,6.269254515
0.633333333,1.61,0.544444444,0.104329678,5.68017135
0.633333333,0.07,0.366666667,0.121955167,4.471689439
0.1,7,0.277777778,0.253610766,7.04474349
0.455555556,3.92,0.188888889,0.315557853,5.960537231
0.633333333,3.92,0.277777778,0.212336435,5.898234302
0.811111111,1.61,0.277777778,0.201572649,5.59924024
0.811111111,3.92,0.544444444,0.10752054,5.853896061
0.366666667,7,0.1,0.594911912,5.949119124
0.544444444,5.46,0.722222222,0.084525564,6.104624086
0.9,6.23,0.544444444,0.109581984,5.966130262
0.455555556,1.61,0.277777778,0.206629744,5.739715111
0.277777778,0.84,0.188888889,0.300173647,5.669946662
0.188888889,5.46,0.188888889,0.34088367,6.438913761
0.188888889,4.69,0.544444444,0.119242237,6.492077353
0.277777778,2.38,0.811111111,0.074583664,6.049563892
0.188888889,6.23,0.811111111,0.082140188,6.662481901
0.633333333,6.23,0.544444444,0.111841542,6.089150637
0.811111111,0.07,0.366666667,0.112357733,4.119783556
0.366666667,3.15,0.455555556,0.132440228,6.03338818
0.722222222,3.15,0.188888889,0.305053087,5.762113865
0.455555556,3.92,0.366666667,0.164278419,6.02354202
0.633333333,3.15,0.633333333,0.092624236,5.866201643
0.811111111,2.38,0.1,0.551912687,5.519126868
0.188888889,3.92,0.544444444,0.117618884,6.403694815
0.455555556,6.23,0.722222222,0.086229099,6.227657163
0.544444444,7,0.722222222,0.085875057,6.202087434
0.9,6.23,0.811111111,0.073674636,5.975831613
0.188888889,1.61,0.544444444,0.110888473,6.037261282
0.1,4.69,0.633333333,0.108399415,6.865296309
0.9,0.07,0.811111111,0.048847314,3.962059935
0.544444444,0.84,0.188888889,0.292179096,5.518938474
0.277777778,1.61,0.455555556,0.129586136,5.903368396
0.277777778,4.69,0.811111111,0.077945544,6.322249691
0.188888889,4.69,0.188888889,0.337128425,6.36798136
0.811111111,0.84,0.366666667,0.149069966,5.46589874
0.633333333,0.84,0.811111111,0.068234271,5.534557545
0.633333333,5.46,0.633333333,0.09546188,6.045919072
0.188888889,5.46,0.811111111,0.081229968,6.588652983
0.9,3.92,0.1,0.559573094,5.595730941
0.455555556,0.84,0.544444444,0.102920361,5.603441871
0.188888889,0.07,0.1,0.510551654,5.105516544
0.722222222,2.38,0.366666667,0.156402102,5.734743746
0.633333333,6.23,0.9,0.067802286,6.102205701
0.277777778,1.61,0.9,0.065776789,5.919911002
0.366666667,2.38,0.455555556,0.130371714,5.939155848
0.633333333,1.61,0.722222222,0.078722987,5.685549067
0.722222222,0.07,0.277777778,0.154279929,4.285553577
0.811111111,5.46,0.811111111,0.073560429,5.966568152
0.455555556,6.23,0.277777778,0.222300476,6.175013232
0.9,0.84,0.9,0.060642202,5.457798161
0.277777778,1.61,0.1,0.565506838,5.655068382
0.366666667,7,0.188888889,0.331065879,6.253466602
0.9,0.84,0.277777778,0.195637305,5.434369581
0.455555556,1.61,0.722222222,0.079910634,5.771323558
0.366666667,0.07,0.9,0.055118446,4.960660096
0.722222222,5.46,0.544444444,0.110125205,5.995705587
0.811111111,6.23,0.544444444,0.110225213,6.001150486
0.1,0.84,0.544444444,0.110794375,6.03213817
0.455555556,7,0.366666667,0.170341949,6.245871481
0.277777778,3.15,0.544444444,0.112830197,6.142977406
0.811111111,7,0.811111111,0.074615481,6.052144544
0.1,0.07,0.633333333,0.085098622,5.389579392
0.633333333,0.84,0.366666667,0.150540653,5.519823961
0.544444444,2.38,0.366666667,0.158494844,5.811477597
0.366666667,7,0.722222222,0.088273972,6.375342445
0.722222222,1.61,0.188888889,0.296424386,5.599127299
0.811111111,3.92,0.811111111,0.072276466,5.862424477
0.633333333,7,0.188888889,0.320010892,6.044650188
0.188888889,0.07,0.455555556,0.11465268,5.22306653
0.366666667,0.07,0.366666667,0.134874375,4.945393767
0.544444444,3.15,0.9,0.065772048,5.919484313
0.722222222,1.61,0.9,0.062843613,5.655925151
0.277777778,0.07,0.811111111,0.062824092,5.095731933
0.366666667,0.07,0.277777778,0.177704907,4.93624742
0.1,3.92,0.188888889,0.349009767,6.592406712
0.1,7,0.1,0.637020696,6.37020696
0.366666667,3.92,0.455555556,0.134189695,6.113086093
0.633333333,2.38,0.277777778,0.207208795,5.755799865
0.455555556,4.69,0.1,0.578659339,5.78659339
0.1,1.61,0.277777778,0.224692985,6.241471809
0.366666667,5.46,0.455555556,0.137098328,6.245590517
0.544444444,3.15,0.633333333,0.093355073,5.912487936
0.455555556,2.38,0.9,0.065416755,5.887507945
0.277777778,0.84,0.811111111,0.070662282,5.731496195
0.722222222,2.38,0.722222222,0.07964865,5.752402503
0.544444444,0.07,0.544444444,0.085404453,4.649797992
0.633333333,0.07,0.544444444,0.082331633,4.482500019
0.811111111,0.07,0.188888889,0.216235432,4.08444705
0.9,3.15,0.811111111,0.071142276,5.770429069
0.633333333,6.23,0.366666667,0.165577065,6.07115906
0.277777778,0.07,0.544444444,0.093502677,5.090701316
0.633333333,3.15,0.722222222,0.081262263,5.868941238
0.188888889,7,0.1,0.615065387,6.150653874
0.366666667,4.69,0.188888889,0.322776857,6.096896196
0.633333333,4.69,0.455555556,0.131320679,5.982386507
0.366666667,5.46,0.544444444,0.114865029,6.253762709
0.633333333,2.38,0.188888889,0.303011105,5.723543086
0.188888889,6.23,0.544444444,0.122038047,6.644293682
0.722222222,2.38,0.277777778,0.205976814,5.721578174
0.455555556,0.07,0.455555556,0.105446615,4.803679134
0.188888889,7,0.455555556,0.147061771,6.699480659
0.544444444,4.69,0.455555556,0.132461098,6.034338898
0.455555556,0.07,0.188888889,0.252300538,4.765676829
0.544444444,2.38,0.1,0.559646535,5.596465349
0.633333333,3.92,0.633333333,0.093694917,5.934011429
0.455555556,3.15,0.188888889,0.311941329,5.892225101
0.188888889,2.38,0.277777778,0.221147771,6.142993629
